CustomerID,MonthlyCharges,Contract_One year,Contract_Two year,ChurnProbability,PredictedChurn,Contract,RiskCategory,RetentionStrategy
2525-GVKQU,20.600000381469727,0,1,0.004907471625746464,0,Two year,Low Risk,Standard retention monitoring
7579-OOPEC,50.150001525878906,0,0,0.34421878756686325,0,Month-to-month,Low Risk,Standard retention monitoring
3795-GWTRD,75.55000305175781,0,1,0.002709468588261565,0,Two year,Low Risk,Standard retention monitoring
4750-ZRXIU,84.5999984741211,0,0,0.8360106734857006,1,Month-to-month,High Risk,Offer contract upgrade discount
5445-PZWGX,102.0,1,0,0.161595487361041,0,One year,Low Risk,Standard retention monitoring
0516-UXRMT,92.0500030517578,1,0,0.14356312399609797,0,One year,Low Risk,Standard retention monitoring
0727-BNRLG,97.6500015258789,0,1,0.04659388701894239,0,Two year,Low Risk,Standard retention monitoring
3932-CMDTD,105.6500015258789,1,0,0.3694115376137605,0,One year,Low Risk,Standard retention monitoring
1264-FUHCX,56.29999923706055,1,0,0.047889579868689684,0,One year,Low Risk,Standard retention monitoring
6194-HBGQN,81.1500015258789,1,0,0.020670637466177092,0,One year,Low Risk,Standard retention monitoring
4524-QCSSM,44.650001525878906,0,0,0.45190311638783415,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
4570-QHXHL,43.75,0,0,0.6565634041839906,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
2972-YDYUW,94.6999969482422,1,0,0.23607625748761008,0,One year,Low Risk,Standard retention monitoring
2061-VVFST,19.5,0,0,0.165796072649509,0,Month-to-month,Low Risk,Standard retention monitoring
6874-SGLHU,97.0,1,0,0.6835429824000332,1,One year,Medium Risk,Offer targeted discount
9844-FELAJ,107.9000015258789,1,0,0.0893966729999348,0,One year,Low Risk,Standard retention monitoring
1902-XBTFB,89.4000015258789,0,0,0.5282571322013031,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
9039-RBEEE,48.95000076293945,0,0,0.07083888657141942,0,Month-to-month,Low Risk,Standard retention monitoring
9369-XFEHK,80.5999984741211,0,0,0.6443735853902113,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
3680-CTHUH,116.5999984741211,1,0,0.11523906083921583,0,One year,Low Risk,Standard retention monitoring
3679-XASPY,19.450000762939453,0,0,0.2952744715243192,0,Month-to-month,Low Risk,Standard retention monitoring
9089-UOWJG,58.34999847412109,0,0,0.2698690135099063,0,Month-to-month,Low Risk,Standard retention monitoring
1574-DYCWE,19.950000762939453,0,1,0.0035239925538689877,0,Two year,Low Risk,Standard retention monitoring
9779-DPNEJ,80.1500015258789,0,0,0.6585592728119878,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
2967-MXRAV,18.799999237060547,1,0,0.08478619723789323,0,One year,Low Risk,Standard retention monitoring
0327-WFZSY,100.0,1,0,0.3391250253185522,0,One year,Low Risk,Standard retention monitoring
1731-TVIUK,93.5,0,0,0.6365274153144285,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
7666-WKRON,80.44999694824219,0,1,0.1472021979722186,0,Two year,Low Risk,Standard retention monitoring
3865-ZYKAD,84.9000015258789,0,0,0.11154776088211668,0,Month-to-month,Low Risk,Standard retention monitoring
1465-LNTLJ,64.4000015258789,0,0,0.25300013081939743,0,Month-to-month,Low Risk,Standard retention monitoring
2696-RZVZW,25.049999237060547,0,1,0.002410666463513312,0,Two year,Low Risk,Standard retention monitoring
0685-MLYYM,70.75,0,0,0.823166060781129,1,Month-to-month,High Risk,Offer contract upgrade discount
2778-OCLGR,39.09999847412109,0,0,0.4512250340484702,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
3982-XWFZQ,50.25,0,0,0.32682240962633907,0,Month-to-month,Low Risk,Standard retention monitoring
4759-PXTAN,80.0999984741211,1,0,0.07046917331235324,0,One year,Low Risk,Standard retention monitoring
1448-PWKYE,80.0,0,0,0.7454249231253229,1,Month-to-month,High Risk,Offer contract upgrade discount
8741-LQOBK,35.04999923706055,0,0,0.1001767577458051,0,Month-to-month,Low Risk,Standard retention monitoring
8650-RHRKE,29.649999618530277,0,0,0.7316421989049359,1,Month-to-month,High Risk,Offer contract upgrade discount
7266-GSSJX,20.450000762939453,0,0,0.213867094080073,0,Month-to-month,Low Risk,Standard retention monitoring
1265-HVPZB,66.4000015258789,1,0,0.01299681510033861,0,One year,Low Risk,Standard retention monitoring
9640-ZSLDC,60.59999847412109,1,0,0.04093014628186703,0,One year,Low Risk,Standard retention monitoring
0988-JRWWP,54.20000076293945,0,0,0.7295793017326064,1,Month-to-month,High Risk,Offer contract upgrade discount
1926-QUZNN,25.25,0,1,0.006718897886242084,0,Two year,Low Risk,Standard retention monitoring
9025-ZRPVR,18.950000762939453,0,0,0.294199852733122,0,Month-to-month,Low Risk,Standard retention monitoring
6527-PZFPV,20.799999237060547,1,0,0.026111998225839195,0,One year,Low Risk,Standard retention monitoring
7460-ITWWP,86.0999984741211,0,0,0.5796227587647111,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
1530-ZTDOZ,40.650001525878906,0,0,0.2783042108855568,0,Month-to-month,Low Risk,Standard retention monitoring
4785-FCIFB,24.399999618530277,0,1,0.0037806919064303605,0,Two year,Low Risk,Standard retention monitoring
9717-QEBGU,70.30000305175781,0,0,0.8525000974836136,1,Month-to-month,High Risk,Offer contract upgrade discount
0876-WDUUZ,85.4000015258789,0,0,0.6487994914332221,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
7881-EVUAD,42.59999847412109,0,0,0.5173019654864544,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
4002-BQWPQ,81.75,0,0,0.266244981495514,0,Month-to-month,Low Risk,Standard retention monitoring
6377-WHAOX,106.1500015258789,0,0,0.6120185997075219,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
5027-YOCXN,110.0500030517578,1,0,0.057066830342425726,0,One year,Low Risk,Standard retention monitoring
8725-JEDFD,56.70000076293945,0,0,0.27025389975110575,0,Month-to-month,Low Risk,Standard retention monitoring
6646-QVXLR,103.75,1,0,0.2481348064882069,0,One year,Low Risk,Standard retention monitoring
0254-KCJGT,81.4000015258789,1,0,0.01765978638416547,0,One year,Low Risk,Standard retention monitoring
3442-ZHHCC,76.9000015258789,1,0,0.024753815304784772,0,One year,Low Risk,Standard retention monitoring
9167-APMXZ,84.1500015258789,0,0,0.875064567135976,1,Month-to-month,High Risk,Offer contract upgrade discount
0616-ATFGB,25.049999237060547,0,0,0.7127909780583688,1,Month-to-month,High Risk,Offer contract upgrade discount
7273-TEFQD,41.150001525878906,0,0,0.7470005577543772,1,Month-to-month,High Risk,Offer contract upgrade discount
8245-UMPYT,96.4000015258789,0,0,0.8430795491387397,1,Month-to-month,High Risk,Offer contract upgrade discount
6022-UGGSO,74.4000015258789,0,0,0.5313250603789372,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
6292-TOSSS,24.899999618530277,0,1,0.024405009101101827,0,Two year,Low Risk,Standard retention monitoring
5207-PLSTK,48.75,0,0,0.249119017239042,0,Month-to-month,Low Risk,Standard retention monitoring
3199-NPKCN,83.9000015258789,0,0,0.8096730546529192,1,Month-to-month,High Risk,Offer contract upgrade discount
4317-VTEOA,50.75,0,0,0.629519628524125,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
0625-AFOHS,20.200000762939453,0,1,0.01104735425433107,0,Two year,Low Risk,Standard retention monitoring
4667-OHGKG,19.299999237060547,0,0,0.3912762156862388,0,Month-to-month,Low Risk,Standard retention monitoring
2386-OWURY,95.3000030517578,0,0,0.6665886929855112,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
3780-DDGSE,76.05000305175781,0,0,0.15269724962668266,0,Month-to-month,Low Risk,Standard retention monitoring
1047-RNXZV,108.4000015258789,0,1,0.030568217563181482,0,Two year,Low Risk,Standard retention monitoring
3926-YZVVX,50.04999923706055,1,0,0.16001270115938573,0,One year,Low Risk,Standard retention monitoring
4742-TXUEX,19.299999237060547,0,1,0.01081187432218834,0,Two year,Low Risk,Standard retention monitoring
8709-KRDVL,100.0,0,0,0.752005413038689,1,Month-to-month,High Risk,Offer contract upgrade discount
0397-ZXWQF,20.5,0,1,0.009993159978134046,0,Two year,Low Risk,Standard retention monitoring
3910-MRQOY,19.399999618530277,0,1,0.0053069004668187475,0,Two year,Low Risk,Standard retention monitoring
2511-MORQY,54.900001525878906,1,0,0.08506083568179437,0,One year,Low Risk,Standard retention monitoring
4039-PIMHX,49.79999923706055,0,1,0.01675276372801906,0,Two year,Low Risk,Standard retention monitoring
8083-YTZES,74.3499984741211,0,0,0.835578689990997,1,Month-to-month,High Risk,Offer contract upgrade discount
1346-PJWTK,94.1500015258789,0,0,0.19375528390096128,0,Month-to-month,Low Risk,Standard retention monitoring
3750-YHRYO,20.649999618530277,1,0,0.07002201766703271,0,One year,Low Risk,Standard retention monitoring
1236-WFCDV,90.4499969482422,0,0,0.7319497993204646,1,Month-to-month,High Risk,Offer contract upgrade discount
5949-HGVJL,73.05000305175781,0,0,0.27929530828395405,0,Month-to-month,Low Risk,Standard retention monitoring
9112-WSNPU,70.55000305175781,0,0,0.6458326239213168,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
1360-JYXKQ,99.0999984741211,1,0,0.23034075331349302,0,One year,Low Risk,Standard retention monitoring
3585-ISXZP,95.6500015258789,0,0,0.9253465766817845,1,Month-to-month,High Risk,Offer contract upgrade discount
8380-PEFPE,71.6500015258789,0,0,0.7891059479627885,1,Month-to-month,High Risk,Offer contract upgrade discount
9402-ROUMJ,100.25,1,0,0.12249902676690419,0,One year,Low Risk,Standard retention monitoring
4335-UPJSI,19.75,0,1,0.019159009870525805,0,Two year,Low Risk,Standard retention monitoring
6096-EGVTU,24.899999618530277,1,0,0.004225121570322265,0,One year,Low Risk,Standard retention monitoring
8988-ECPJR,79.5999984741211,0,0,0.2675911848675717,0,Month-to-month,Low Risk,Standard retention monitoring
7677-SJJJK,19.899999618530277,1,0,0.0549175389379402,0,One year,Low Risk,Standard retention monitoring
5850-BDWCY,20.200000762939453,0,0,0.3381377668511835,0,Month-to-month,Low Risk,Standard retention monitoring
2025-JKFWI,99.0,0,0,0.6742037601950902,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
8028-PNXHQ,24.25,0,1,0.005652378527105724,0,Two year,Low Risk,Standard retention monitoring
8397-MVTAZ,100.0500030517578,0,0,0.7471786837162872,1,Month-to-month,High Risk,Offer contract upgrade discount
4445-ZJNMU,99.3000030517578,0,0,0.6873133950851981,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
3125-RAHBV,20.299999237060547,1,0,0.06250861494156486,0,One year,Low Risk,Standard retention monitoring
6682-QJDGB,55.25,0,0,0.06597056550008695,0,Month-to-month,Low Risk,Standard retention monitoring
8840-DQLGN,100.5,0,0,0.3898820486363276,0,Month-to-month,Low Risk,Standard retention monitoring
6258-NGCNG,23.5,0,0,0.30957590825410636,0,Month-to-month,Low Risk,Standard retention monitoring
5917-RYRMG,19.799999237060547,1,0,0.028313565609266254,0,One year,Low Risk,Standard retention monitoring
7157-SMCFK,19.75,0,1,0.0026364567795839795,0,Two year,Low Risk,Standard retention monitoring
0816-TSPHQ,20.75,0,0,0.393980387432833,0,Month-to-month,Low Risk,Standard retention monitoring
6766-HFKLA,103.1999969482422,0,1,0.23922296760231923,0,Two year,Low Risk,Standard retention monitoring
7067-KSAZT,106.25,1,0,0.29825943130897475,0,One year,Low Risk,Standard retention monitoring
5155-AZQPB,49.900001525878906,0,0,0.22526323949059235,0,Month-to-month,Low Risk,Standard retention monitoring
6890-PFRQX,69.5,0,0,0.2806145473266236,0,Month-to-month,Low Risk,Standard retention monitoring
3508-VLHCZ,90.5500030517578,0,1,0.004241211959893782,0,Two year,Low Risk,Standard retention monitoring
3649-JPUGY,88.5999984741211,0,1,0.0705430857756535,0,Two year,Low Risk,Standard retention monitoring
9248-OJYKK,76.44999694824219,0,0,0.8331701754216546,1,Month-to-month,High Risk,Offer contract upgrade discount
7239-HZZCX,19.75,0,0,0.39258689389684076,0,Month-to-month,Low Risk,Standard retention monitoring
9860-LISIZ,20.350000381469727,0,0,0.1054946328810312,0,Month-to-month,Low Risk,Standard retention monitoring
6979-ZNSFF,87.05000305175781,0,0,0.86804576774888,1,Month-to-month,High Risk,Offer contract upgrade discount
8938-UMKPI,106.4000015258789,0,0,0.7177429428749955,1,Month-to-month,High Risk,Offer contract upgrade discount
1820-DJFPH,24.049999237060547,0,1,0.003466946042551614,0,Two year,Low Risk,Standard retention monitoring
0732-OCQOC,25.049999237060547,0,1,0.01016675272923846,0,Two year,Low Risk,Standard retention monitoring
6776-TLWOI,19.850000381469727,0,0,0.37019541015855906,0,Month-to-month,Low Risk,Standard retention monitoring
4940-KHCWD,37.70000076293945,0,1,0.00826768630153936,0,Two year,Low Risk,Standard retention monitoring
9057-SIHCH,96.5999984741211,0,0,0.8892256303209362,1,Month-to-month,High Risk,Offer contract upgrade discount
9866-QEVEE,86.0,0,0,0.8958089967381256,1,Month-to-month,High Risk,Offer contract upgrade discount
5542-TBBWB,69.9000015258789,0,0,0.852646706985667,1,Month-to-month,High Risk,Offer contract upgrade discount
4587-VVTOX,105.3000030517578,0,0,0.6888716148918563,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
6322-HRPFA,59.59999847412109,0,0,0.01824751947531196,0,Month-to-month,Low Risk,Standard retention monitoring
6284-AHOOQ,90.5,0,0,0.7579261209261564,1,Month-to-month,High Risk,Offer contract upgrade discount
4530-NDRKU,19.049999237060547,1,0,0.015959196214782412,0,One year,Low Risk,Standard retention monitoring
1751-NCDLI,98.8499984741211,0,0,0.6415737140932687,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
3893-JRNFS,39.900001525878906,0,0,0.2892378991812252,0,Month-to-month,Low Risk,Standard retention monitoring
5857-XRECV,20.5,1,0,0.2577249517623896,0,One year,Low Risk,Standard retention monitoring
3115-CZMZD,20.25,0,1,0.06532342797365555,0,Two year,Low Risk,Standard retention monitoring
4489-SNOJF,72.25,0,0,0.07361464640239569,0,Month-to-month,Low Risk,Standard retention monitoring
1051-GEJLJ,19.5,0,0,0.3738711481027276,0,Month-to-month,Low Risk,Standard retention monitoring
3563-SVYLG,62.650001525878906,0,1,0.0013133766960286692,0,Two year,Low Risk,Standard retention monitoring
4301-VVZKA,75.4000015258789,0,0,0.7521678410652881,1,Month-to-month,High Risk,Offer contract upgrade discount
9351-HXDMR,110.9000015258789,0,1,0.06382012677419974,0,Two year,Low Risk,Standard retention monitoring
5161-XEUVX,94.3000030517578,0,1,0.0989319904299535,0,Two year,Low Risk,Standard retention monitoring
3088-FVYWK,25.549999237060547,0,1,0.0032058976903026077,0,Two year,Low Risk,Standard retention monitoring
9812-GHVRI,83.8499984741211,0,0,0.8491217277392977,1,Month-to-month,High Risk,Offer contract upgrade discount
1370-GGAWX,94.1500015258789,1,0,0.3448020297855665,0,One year,Low Risk,Standard retention monitoring
6023-YEBUP,100.9499969482422,0,0,0.8559105934654406,1,Month-to-month,High Risk,Offer contract upgrade discount
9940-RHLFB,75.30000305175781,0,0,0.8123757057168457,1,Month-to-month,High Risk,Offer contract upgrade discount
4541-RMRLG,19.25,0,0,0.4056190197255712,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
2606-RMDHZ,30.5,0,0,0.538680929123063,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
5575-TPIZQ,89.1500015258789,0,0,0.4291573639550227,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
9378-FXTIZ,70.1500015258789,1,0,0.10932058434213666,0,One year,Low Risk,Standard retention monitoring
4631-OACRM,79.4000015258789,0,0,0.7900976356391285,1,Month-to-month,High Risk,Offer contract upgrade discount
8593-WHYHV,85.30000305175781,0,0,0.8711731521610032,1,Month-to-month,High Risk,Offer contract upgrade discount
1403-GYAFU,20.049999237060547,0,1,0.0010940644338333018,0,Two year,Low Risk,Standard retention monitoring
7641-TQFHN,100.5500030517578,0,1,0.1387866502080283,0,Two year,Low Risk,Standard retention monitoring
4237-CLSMM,20.0,0,0,0.31512091490354605,0,Month-to-month,Low Risk,Standard retention monitoring
4360-PNRQB,75.5999984741211,0,0,0.8779521242906909,1,Month-to-month,High Risk,Offer contract upgrade discount
5334-AFQJB,25.100000381469727,0,1,0.0022253623435483753,0,Two year,Low Risk,Standard retention monitoring
9308-ANMVE,55.29999923706055,0,0,0.08264247621569168,0,Month-to-month,Low Risk,Standard retention monitoring
3530-VWVGU,19.899999618530277,0,0,0.08455451781182441,0,Month-to-month,Low Risk,Standard retention monitoring
4674-HGNUA,89.9000015258789,0,1,0.004505106714887393,0,Two year,Low Risk,Standard retention monitoring
3030-YDNRM,74.8499984741211,0,0,0.8269439524728922,1,Month-to-month,High Risk,Offer contract upgrade discount
3642-BYHDO,19.899999618530277,0,1,0.0032299162000319326,0,Two year,Low Risk,Standard retention monitoring
0440-UEDAI,94.4499969482422,1,0,0.11932164833379992,0,One year,Low Risk,Standard retention monitoring
9819-FBNSV,72.25,0,0,0.7184149594548422,1,Month-to-month,High Risk,Offer contract upgrade discount
9289-LBQVU,70.1500015258789,1,0,0.029296646770973912,0,One year,Low Risk,Standard retention monitoring
4468-YDOVK,48.650001525878906,0,0,0.5383842467523527,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
2001-EWBQU,104.6999969482422,0,1,0.23966421530869456,0,Two year,Low Risk,Standard retention monitoring
9992-UJOEL,50.29999923706055,0,0,0.5114404155273466,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
8409-WQJUX,54.20000076293945,1,0,0.2335642082236892,0,One year,Low Risk,Standard retention monitoring
3077-RSNTJ,19.700000762939453,0,0,0.17708192752707985,0,Month-to-month,Low Risk,Standard retention monitoring
6993-YCOBK,110.5999984741211,0,1,0.059667486309403356,0,Two year,Low Risk,Standard retention monitoring
4817-VYYWS,100.1999969482422,0,0,0.756840974978404,1,Month-to-month,High Risk,Offer contract upgrade discount
4702-HDRKD,49.34999847412109,1,0,0.037638624407870545,0,One year,Low Risk,Standard retention monitoring
3251-YMVWZ,24.049999237060547,1,0,0.040947437330996754,0,One year,Low Risk,Standard retention monitoring
4190-MFLUW,55.20000076293945,0,0,0.1570084536174846,0,Month-to-month,Low Risk,Standard retention monitoring
4678-DVQEO,52.20000076293945,0,0,0.6148485598162338,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
4701-AHWMW,54.54999923706055,0,0,0.2867966542654869,0,Month-to-month,Low Risk,Standard retention monitoring
2987-BJXIK,84.69999694824219,0,1,0.01967352202285041,0,Two year,Low Risk,Standard retention monitoring
1730-VFMWO,50.20000076293945,0,0,0.3646680885544736,0,Month-to-month,Low Risk,Standard retention monitoring
1936-UAFEH,110.25,0,1,0.05035149961477569,0,Two year,Low Risk,Standard retention monitoring
5140-FOMCQ,109.1500015258789,1,0,0.12256014451739011,0,One year,Low Risk,Standard retention monitoring
8778-LMWTJ,74.8499984741211,0,0,0.6805319421873918,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
9840-DVNDC,80.5,0,0,0.7668465920494192,1,Month-to-month,High Risk,Offer contract upgrade discount
8033-VCZGH,103.9499969482422,1,0,0.2738566619313425,0,One year,Low Risk,Standard retention monitoring
8580-QVLOC,92.4499969482422,0,1,0.003800658622728948,0,Two year,Low Risk,Standard retention monitoring
6128-AQBMT,53.95000076293945,0,0,0.24680180636351137,0,Month-to-month,Low Risk,Standard retention monitoring
6257-RJOHI,50.79999923706055,0,0,0.46653547230674036,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
1929-ZCBHE,40.29999923706055,1,0,0.014403365704601363,0,One year,Low Risk,Standard retention monitoring
6242-SGYTS,94.9499969482422,1,0,0.052138945023659226,0,One year,Low Risk,Standard retention monitoring
7010-ZMVBF,20.450000762939453,0,0,0.1069278977155036,0,Month-to-month,Low Risk,Standard retention monitoring
3519-ZKXGG,75.8499984741211,0,0,0.8157914547494902,1,Month-to-month,High Risk,Offer contract upgrade discount
5666-MBJPT,25.100000381469727,0,1,0.013060806285169918,0,Two year,Low Risk,Standard retention monitoring
0323-XWWTN,85.55000305175781,1,0,0.37403821221414874,0,One year,Low Risk,Standard retention monitoring
7581-EBBOU,70.1500015258789,1,0,0.026624059215782894,0,One year,Low Risk,Standard retention monitoring
1784-BXEFA,20.549999237060547,0,0,0.29858396142898685,0,Month-to-month,Low Risk,Standard retention monitoring
7492-TAFJD,38.54999923706055,0,1,0.027471710006272635,0,Two year,Low Risk,Standard retention monitoring
5213-TWWJU,91.0,0,0,0.641589771897989,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
3312-ZWLGF,79.30000305175781,0,0,0.4859740672210291,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
2923-ARZLG,19.700000762939453,1,0,0.0946703548884741,0,One year,Low Risk,Standard retention monitoring
7032-LMBHI,64.6500015258789,1,0,0.21122925627728054,0,One year,Low Risk,Standard retention monitoring
8292-ITGYJ,24.649999618530277,0,1,0.01438142605367823,0,Two year,Low Risk,Standard retention monitoring
9107-UKCKY,79.80000305175781,1,0,0.09842563618404723,0,One year,Low Risk,Standard retention monitoring
6848-HJTXY,19.450000762939453,0,1,0.002426481487745952,0,Two year,Low Risk,Standard retention monitoring
4184-VODJZ,91.3499984741211,1,0,0.19221929160034737,0,One year,Low Risk,Standard retention monitoring
4846-WHAFZ,76.5,0,0,0.6169842056023367,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
8735-SDUFN,24.299999237060547,0,1,0.004812302951705693,0,Two year,Low Risk,Standard retention monitoring
0839-JTCUD,89.9000015258789,0,1,0.004779120236785217,0,Two year,Low Risk,Standard retention monitoring
6857-VWJDT,95.6500015258789,0,0,0.8351978296610422,1,Month-to-month,High Risk,Offer contract upgrade discount
7363-QTBIW,79.75,0,0,0.8127297222965235,1,Month-to-month,High Risk,Offer contract upgrade discount
6158-HDPXZ,25.350000381469727,0,0,0.739567171284457,1,Month-to-month,High Risk,Offer contract upgrade discount
5419-CONWX,99.8000030517578,0,0,0.5912674764584595,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
9286-DOJGF,74.94999694824219,0,0,0.7110943957258943,1,Month-to-month,High Risk,Offer contract upgrade discount
2408-PSJVE,61.900001525878906,0,0,0.05405092984098231,0,Month-to-month,Low Risk,Standard retention monitoring
2087-QAREY,54.70000076293945,0,0,0.21787440014990062,0,Month-to-month,Low Risk,Standard retention monitoring
6777-TGHTM,106.9499969482422,1,0,0.27133296378588273,0,One year,Low Risk,Standard retention monitoring
6507-ZJSUR,90.4499969482422,0,0,0.7622840800655188,1,Month-to-month,High Risk,Offer contract upgrade discount
5025-GOOKI,18.899999618530277,0,0,0.16196456312211124,0,Month-to-month,Low Risk,Standard retention monitoring
6080-LNESI,24.75,0,1,0.008812337750554197,0,Two year,Low Risk,Standard retention monitoring
2236-HILPA,20.649999618530277,0,1,0.0017332059371666145,0,Two year,Low Risk,Standard retention monitoring
1386-ZIKUV,18.950000762939453,0,0,0.31425921749119734,0,Month-to-month,Low Risk,Standard retention monitoring
3365-SAIGS,83.55000305175781,0,0,0.7021559156245951,1,Month-to-month,High Risk,Offer contract upgrade discount
6061-GWWAV,70.19999694824219,1,0,0.026233709684862327,0,One year,Low Risk,Standard retention monitoring
9979-RGMZT,94.0500030517578,1,0,0.4612457575397659,0,One year,Medium Risk,Offer targeted discount
8445-DNBAE,50.04999923706055,0,0,0.6233191247727761,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
6872-HXFNF,58.34999847412109,1,0,0.05175394470211643,0,One year,Low Risk,Standard retention monitoring
1320-HTRDR,75.5,0,0,0.8501092057212175,1,Month-to-month,High Risk,Offer contract upgrade discount
3923-CSIHK,71.05000305175781,0,0,0.4822932695993303,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
2446-ZKVAF,56.79999923706055,0,0,0.30088986639895776,0,Month-to-month,Low Risk,Standard retention monitoring
4640-UHDOS,55.95000076293945,0,0,0.4978300537847927,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
5457-COLHT,80.6500015258789,0,1,0.013919671879421358,0,Two year,Low Risk,Standard retention monitoring
2254-DLXRI,79.1500015258789,0,0,0.6810485140036809,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
5339-PXDVH,90.6500015258789,0,0,0.7322416845602346,1,Month-to-month,High Risk,Offer contract upgrade discount
2386-LAHRK,53.5,0,0,0.6526445089135843,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
5062-CJJKH,53.650001525878906,1,0,0.04556719507432095,0,One year,Low Risk,Standard retention monitoring
8930-XOTDP,55.95000076293945,0,0,0.34917982152572574,0,Month-to-month,Low Risk,Standard retention monitoring
4779-ZGICK,23.549999237060547,0,1,0.0042336180685812776,0,Two year,Low Risk,Standard retention monitoring
9534-NSXEM,20.649999618530277,1,0,0.05451437925904552,0,One year,Low Risk,Standard retention monitoring
3716-BDVDB,69.0999984741211,0,0,0.8470471461142849,1,Month-to-month,High Risk,Offer contract upgrade discount
9842-EFSYY,57.20000076293945,0,0,0.24124800302243082,0,Month-to-month,Low Risk,Standard retention monitoring
9122-UMROB,20.299999237060547,0,0,0.3998044341077103,0,Month-to-month,Low Risk,Standard retention monitoring
1867-BDVFH,74.3499984741211,0,0,0.6585812789146065,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
5949-EBSQK,61.45000076293945,0,0,0.28143940899905906,0,Month-to-month,Low Risk,Standard retention monitoring
4160-AMJTL,19.649999618530277,0,0,0.348689060144132,0,Month-to-month,Low Risk,Standard retention monitoring
8622-ZLFKO,90.75,0,0,0.734797464551926,1,Month-to-month,High Risk,Offer contract upgrade discount
2990-IAJSV,92.0,0,1,0.03600665177750437,0,Two year,Low Risk,Standard retention monitoring
6064-ZATLR,52.84999847412109,0,1,0.07162841148560246,0,Two year,Low Risk,Standard retention monitoring
7409-KIUTL,71.0,0,0,0.7408959659918137,1,Month-to-month,High Risk,Offer contract upgrade discount
5505-OVWQW,20.149999618530277,1,0,0.09069796847407548,0,One year,Low Risk,Standard retention monitoring
3948-KXDUF,68.75,0,1,0.011581535582617576,0,Two year,Low Risk,Standard retention monitoring
9814-AOUDH,19.5,0,1,0.006010555822259164,0,Two year,Low Risk,Standard retention monitoring
7398-LXGYX,20.149999618530277,0,1,0.015458541823103963,0,Two year,Low Risk,Standard retention monitoring
5266-PFRQK,20.850000381469727,1,0,0.006296833939066195,0,One year,Low Risk,Standard retention monitoring
1568-BEKZM,90.05000305175781,0,1,0.006107495962944523,0,Two year,Low Risk,Standard retention monitoring
2692-PFYTJ,25.75,0,0,0.41061400255190295,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
2533-QVMSK,94.0999984741211,0,1,0.08049874632764722,0,Two year,Low Risk,Standard retention monitoring
5828-AVIPD,100.9499969482422,1,0,0.32478910192706406,0,One year,Low Risk,Standard retention monitoring
2907-ILJBN,20.600000381469727,1,0,0.057491844819861714,0,One year,Low Risk,Standard retention monitoring
5226-NOZFC,85.75,0,0,0.6966140162580448,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
7114-AEOZE,19.850000381469727,0,1,0.012753410817488021,0,Two year,Low Risk,Standard retention monitoring
2202-CUYXZ,84.8499984741211,0,0,0.825627971256651,1,Month-to-month,High Risk,Offer contract upgrade discount
